ctdotgov_name,corpus_name,firm_id,firm_name,n_trials
Deka Research and Development,Deka Research and Development,3614,Deka Research and Development,2
"DelArrivo, Inc.","DelArrivo, Inc.",3619,"DelArrivo, Inc.",1
"DelMar Pharmaceuticals, Inc.","DelMar Pharmaceuticals, Inc.",3624,"DelMar Pharmaceuticals, Inc.",3
Delcath Systems Inc.,Delcath Systems Inc.,3620,Delcath Systems Inc.,9
Delenex Therapeutics AG,Delenex Therapeutics AG,3621,Delenex Therapeutics AG,3
Delfi Diagnostics Inc.,Delfi Diagnostics Inc.,3622,Delfi Diagnostics Inc.,3
"Delivra, Inc.","Delivra, Inc.",3623,"Delivra, Inc.",3
"Delphinus Medical Technologies, Inc.","Delphinus Medical Technologies, Inc.",3625,"Taiho Pharmaceutical Co., Ltd.",5
"Delpor, Inc.","Delpor, Inc.",3626,"Delpor, Inc.",2
Delta Crystallon BV,Delta Crystallon BV,3627,Delta Crystallon BV,2
"Delta-Fly Pharma, Inc.","Delta-Fly Pharma, Inc.",3628,"Delta-Fly Pharma, Inc.",4
Deltanoid Pharmaceuticals,Deltanoid Pharmaceuticals,3629,Deltanoid Pharmaceuticals,5
Demaod Ltd,Demaod Ltd,3630,Demaod Ltd,1
"DemeRx IB, Inc.","DemeRx IB, Inc.",3631,"DemeRx IB, Inc.",1
Denali Therapeutics Inc.,Denali Therapeutics Inc.,3632,Denali Therapeutics Inc.,14
Dendreon,Dendreon,3633,Dendreon,20
Denovo Biopharma LLC,Denovo Biopharma LLC,3634,Denovo Biopharma LLC,17
Dentaid SL,Dentaid SL,3635,Dentaid SL,3
Dentsply Implants Manufacturing GmbH,Dentsply Implants Manufacturing GmbH,3636,Dentsply Implants Manufacturing GmbH,1
Dentsply International,Dentsply International,3637,Dentsply International,10
Dentsply Sirona Implants and Consumables,Dentsply Sirona Implants and Consumables,3638,Dentsply Sirona Implants and Consumables,31
Depomed,Depomed,3640,Depomed,14
Derm Research @ 888 Inc.,Derm Research @ 888 Inc.,3646,Derm Research @ 888 Inc.,2
DermAvance,DermAvance,3656,Dermavant Sciences GmbH,1
"DermBiont, Inc.","DermBiont, Inc.",3658,"DermBiont, Inc.",11
DermaGen AB,DermaGen AB,3647,DermaGen AB,2
Dermal Laboratories Ltd,Dermal Laboratories Ltd,3648,Dermal Laboratories Ltd,1
"Dermaliq Therapeutics, Inc.","Dermaliq Therapeutics, Inc.",3649,"Dermaliq Therapeutics, Inc.",1
Dermama Bioteknologi Laboratorium,Dermama Bioteknologi Laboratorium,3650,Dermama Bioteknologi Laboratorium,1
Dermapenworld,Dermapenworld,3651,Dermapenworld,1
Dermata Therapeutics,Dermata Therapeutics,3652,Dermata Therapeutics,6
Dermatology Specialties Limited Partnership,Dermatology Specialties Limited Partnership,3653,Dermatology Specialties Limited Partnership,1
Dermavant Sciences GmbH,Dermavant Sciences GmbH,3656,Dermavant Sciences GmbH,13
"Dermavant Sciences, Inc.","Dermavant Sciences, Inc.",3656,Dermavant Sciences GmbH,5
Dermax SA,Dermax SA,3657,Dermax SA,1
"Dermelix Biotherapeutics, LLC.","Dermelix Biotherapeutics, LLC.",3659,"Dermelix Biotherapeutics, LLC.",1
"DermiPsor, Ltd.","DermiPsor, Ltd.",3660,"DermiPsor, Ltd.",1
"Dermira, Inc.","Dermira, Inc.",3661,"Dermira, Inc.",10
Dermis Pharma,Dermis Pharma,3662,Dermis Pharma,1
"Dermofarm, S.A.U","Dermofarm, S.A.U",3663,"Dermofarm, S.A.U",1
Dermosciences France,Dermosciences France,3664,Dermosciences France,1
Dermtreat,Dermtreat,3665,Dermtreat,2
Desentum Oy,Desentum Oy,3667,Desentum Oy,2
"Design Therapeutics, Inc.","Design Therapeutics, Inc.",3668,"Immune Design, a subsidiary of Merck & Co., Inc. (Rahway, New Jersey USA)",2
Desitin Arzneimittel GmbH,Desitin Arzneimittel GmbH,3669,Desitin Arzneimittel GmbH,12
Destiny Pharma Plc,Destiny Pharma Plc,3671,Destiny Pharma Plc,3
DeuterOncology,DeuterOncology,3672,DeuterOncology,1
Deva Holding A.S.,Deva Holding A.S.,3673,Deva Holding A.S.,1
Develco Pharma Schweiz AG,Develco Pharma Schweiz AG,3674,Develco Pharma Schweiz AG,1
"DeveloGen Israel, Ltd.","DeveloGen Israel, Ltd.",3675,"DeveloGen Israel, Ltd.",1
Developeration AB,Developeration AB,3676,Developeration AB,1
"Deverra Therapeutics, Inc.","Deverra Therapeutics, Inc.",3677,"Deverra Therapeutics, Inc.",2
Devicare S.L.,Devicare S.L.,3678,Devicare S.L.,4
"DeviceFarm, Inc.","DeviceFarm, Inc.",3679,"DeviceFarm, Inc.",2
"Devicor Medical Products, Inc.","Devicor Medical Products, Inc.",3680,"Devicor Medical Products, Inc.",1
Devintec Sagl,Devintec Sagl,3682,Devintec Sagl,2
Devirex AG,Devirex AG,3683,Devirex AG,1
"DexCom, Inc.","DexCom, Inc.",3686,"DexCom, Inc.",29
DexTech Medical AB,DexTech Medical AB,3687,DexTech Medical AB,3
Dexa Medica Group,Dexa Medica Group,3684,Dexa Medica Group,32
Dexcel Pharma Technologies Ltd.,Dexcel Pharma Technologies Ltd.,3685,Dexcel Pharma Technologies Ltd.,5
Dey,Dey,3688,Dey,21
Dharma Life Sciences LLC,Dharma Life Sciences LLC,3694,Dharma Life Sciences LLC,1
Dharma Therapeutics Inc.,Dharma Therapeutics Inc.,3694,Dharma Life Sciences LLC,1
"Dhp Korea Co., Ltd.","Dhp Korea Co., Ltd.",3695,"Dhp Korea Co., Ltd.",1
DiA Imaging Analysis Ltd,DiA Imaging Analysis Ltd,3696,DiA Imaging Analysis Ltd,2
DiObex,DiObex,3761,DiObex,4
"DiaCarta, Inc.","DiaCarta, Inc.",3704,"DiaCarta, Inc.",1
"DiaKine Therapeutics, Inc.","DiaKine Therapeutics, Inc.",3712,"DiaKine Therapeutics, Inc.",1
DiaMedica Therapeutics Inc,DiaMedica Therapeutics Inc,3717,DiaMedica Therapeutics Inc,6
DiaSorin Inc.,DiaSorin Inc.,3731,DiaSorin Inc.,5
DiaSorin Molecular LLC,DiaSorin Molecular LLC,3731,DiaSorin Inc.,1
"DiaVacs, Inc.","DiaVacs, Inc.",3735,"DiaVacs, Inc.",2
Diabeloop,Diabeloop,3697,Diabeloop,5
Diabetech,Diabetech,3698,Diabetech,1
Diabetes Care Center,Diabetes Care Center,7925,Diabetes Care Center,6
Diabetes and Glandular Disease Clinic,Diabetes and Glandular Disease Clinic,3699,Diabetes and Glandular Disease Clinic,2
Diabetica Solutions Inc.,Diabetica Solutions Inc.,3701,Diabetica Solutions Inc.,3
Diabetis JSC,Diabetis JSC,3702,Diabetis JSC,1
Diablo Eye Associates,Diablo Eye Associates,3703,Diablo Eye Associates,1
Diaccurate SAS,Diaccurate SAS,3705,Diaccurate SAS,1
Diafir,Diafir,3706,Diafir,1
Diagast,Diagast,3707,Diagast,1
Diagnostic Medical Systems,Diagnostic Medical Systems,7472,"Epic Research & Diagnostics, Inc.",1
"Diagnostic Photonics, Inc.","Diagnostic Photonics, Inc.",3709,"Diagnostic Photonics, Inc.",3
Diagnostica Stago,Diagnostica Stago,3711,Diagnostica Stago,5
Diagnostica Stago R&D,Diagnostica Stago R&D,3711,Diagnostica Stago,4
Diakron Pharmaceuticals,Diakron Pharmaceuticals,3713,Diakron Pharmaceuticals,2
Dialco Medical Inc.,Dialco Medical Inc.,3714,Dialco Medical Inc.,1
"Dialectic Therapeutics, Inc","Dialectic Therapeutics, Inc",3715,"Dialectic Therapeutics, Inc",1
"Dialysis Clinic, Inc.","Dialysis Clinic, Inc.",3716,"Dialysis Clinic, Inc.",3
Diametros Medical srl,Diametros Medical srl,3719,Diametros Medical srl,1
Diamontech AG,Diamontech AG,3720,Diamontech AG,2
Diamyd Inc,Diamyd Inc,3721,Diamyd Therapeutics AB,2
Diamyd Medical AB,Diamyd Medical AB,3721,Diamyd Therapeutics AB,3
Diamyd Therapeutics AB,Diamyd Therapeutics AB,3721,Diamyd Therapeutics AB,4
Dianosic,Dianosic,3724,Dianosic,1
"Diascopic, LLC","Diascopic, LLC",3726,"Diascopic, LLC",1
Diasolve Ltd,Diasolve Ltd,3727,Diasolve Ltd,1
Diasome Pharmaceuticals,Diasome Pharmaceuticals,3728,Diasome Pharmaceuticals,6
"Diasome Pharmaceuticlas, Inc.","Diasome Pharmaceuticlas, Inc.",3728,Diasome Pharmaceuticals,1
Diassess Inc.,Diassess Inc.,3732,Diassess Inc.,1
"Diatherix Laboratories, LLC","Diatherix Laboratories, LLC",3733,"Diatherix Laboratories, LLC",1
Diatranz Otsuka Limited,Diatranz Otsuka Limited,3734,Diatranz Otsuka Limited,2
Diaxamed LLC,Diaxamed LLC,3736,Diaxamed LLC,1
Diaxonhit,Diaxonhit,3737,Diaxonhit,3
"Dicerna Pharmaceuticals, Inc., a Novo Nordisk company","Dicerna Pharmaceuticals, Inc., a Novo Nordisk company",8684,Novo Nordisk A/S,18
Diceros Therapeutics,Diceros Therapeutics,3740,Diceros Therapeutics,1
Dick Domanik,Dick Domanik,3741,Dick Domanik,1
Dietrich-Bonhoeffer-Klinikum,Dietrich-Bonhoeffer-Klinikum,3742,Dietrich-Bonhoeffer-Klinikum,3
Diffusion Pharmaceuticals Inc,Diffusion Pharmaceuticals Inc,3743,Diffusion Pharmaceuticals Inc,9
"Digestive Care, Inc.","Digestive Care, Inc.",3744,"Digestive Care, Inc.",4
Digestome Therapeutics,Digestome Therapeutics,3745,Digestome Therapeutics,1
"Digisight Technologies, Inc.","Digisight Technologies, Inc.",3746,"Digisight Technologies, Inc.",1
Digital Cognition Technologies,Digital Cognition Technologies,3104,Cognition Therapeutics,1
"Digital Diagnostics, Inc.","Digital Diagnostics, Inc.",3748,"Digital Diagnostics, Inc.",4
Digital For Mental Health,Digital For Mental Health,3749,Digital For Mental Health,1
"Digital Health Navigation Solutions, Inc","Digital Health Navigation Solutions, Inc",8202,"Digital Health Navigation Solutions, Inc",1
Digital Surgery Ltd.,Digital Surgery Ltd.,3751,sigma-tau i.f.r. S.p.A.,1
Digma Medical Ltd.,Digma Medical Ltd.,3752,Digma Medical Ltd.,1
Digna Biotech S.L.,Digna Biotech S.L.,3753,Digna Biotech S.L.,4
Dignity Sciences Ltd.,Dignity Sciences Ltd.,3754,Dignity Sciences Ltd.,1
Dilafor AB,Dilafor AB,3755,Dilafor AB,3
Dilon Medical Technologies Ltd.,Dilon Medical Technologies Ltd.,3757,Dilon Medical Technologies Ltd.,1
Dilon Technologies Inc.,Dilon Technologies Inc.,3757,Dilon Medical Technologies Ltd.,1
Dimagi Inc.,Dimagi Inc.,3758,Dimagi Inc.,3
Dime Beauty Co.,Dime Beauty Co.,3759,Dime Beauty Co.,3
Dimerix Bioscience Pty Ltd,Dimerix Bioscience Pty Ltd,5827,Dimerix Bioscience Pty Ltd,3
"Diopsys, Inc.","Diopsys, Inc.",3762,Neuron23 Inc.,2
"Dipexium Pharmaceuticals, Inc.","Dipexium Pharmaceuticals, Inc.",3763,"Dipexium Pharmaceuticals, Inc.",2
"Direct Biologics, LLC","Direct Biologics, LLC",3767,"Direct Biologics, LLC",10
"Direct Flow Medical, Inc.","Direct Flow Medical, Inc.",3765,"Direct Flow Medical, Inc.",4
Direct Plantes,Direct Plantes,3766,Direct Plantes,1
Direct Therapeutics,Direct Therapeutics,3767,"Direct Biologics, LLC",2
Directed Systems Limited,Directed Systems Limited,3767,"Direct Biologics, LLC",2
Disarm Therapeutics,Disarm Therapeutics,3769,Disarm Therapeutics,1
"Disc Medicine, Inc","Disc Medicine, Inc",3770,"Disc Medicine, Inc",6
"DiscGenics, Inc.","DiscGenics, Inc.",3771,"DiscGenics, Inc.",2
Discure Technologies Ltd.,Discure Technologies Ltd.,3772,Discure Technologies Ltd.,1
"DisperSol Technologies, LLC","DisperSol Technologies, LLC",3773,"DisperSol Technologies, LLC",2
Disphar International B.V.,Disphar International B.V.,3774,Disphar International B.V.,3
Distalmotion SA,Distalmotion SA,3775,Distalmotion SA,2
Distribuidora Biolife SA de CV,Distribuidora Biolife SA de CV,3776,Distribuidora Biolife SA de CV,1
Diurnal Limited,Diurnal Limited,3777,Diurnal Limited,19
"Dizal (Jiangsu) Pharmaceutical Co., Ltd.","Dizal (Jiangsu) Pharmaceutical Co., Ltd.",3778,Dizal Pharmaceuticals,2
Dizal Pharmaceuticals,Dizal Pharmaceuticals,3778,Dizal Pharmaceuticals,18
Do Vitamins Inc.,Do Vitamins Inc.,3788,Do Vitamins Inc.,1
"DoCare Pharmaceutial Technology Co.,Ltd","DoCare Pharmaceutial Technology Co.,Ltd",3791,"DoCare Pharmaceutial Technology Co.,Ltd",1
Doasense GmbH,Doasense GmbH,3789,Doasense GmbH,2
DocMe Technologies Ltd,DocMe Technologies Ltd,3794,DocMe Technologies Ltd,2
"Docbot, Inc.","Docbot, Inc.",3792,"Docbot, Inc.",1
Doccla UK,Doccla UK,3793,Doccla UK,1
Dolorgiet GmbH & Co. KG,Dolorgiet GmbH & Co. KG,3795,Dolorgiet GmbH & Co. KG,1
"Domain Surgical, Inc.","Domain Surgical, Inc.",3796,"Domain Surgical, Inc.",2
Domain Therapeutics SA,Domain Therapeutics SA,3796,"Domain Surgical, Inc.",1
"Dominion Aesthetic Technologies, Inc.","Dominion Aesthetic Technologies, Inc.",3799,"Dominion Aesthetic Technologies, Inc.",3
Dompé Farmaceutici S.p.A,Dompé Farmaceutici S.p.A,3800,Dompé Farmaceutici S.p.A,46
Donesta Bioscience,Donesta Bioscience,3801,Donesta Bioscience,2
Dong Wha Pharmaceutical Co. Ltd.,Dong Wha Pharmaceutical Co. Ltd.,3802,Dong Wha Pharmaceutical Co. Ltd.,16
"Dong-A PharmTech Co., Ltd.","Dong-A PharmTech Co., Ltd.",3805,"Dong-A PharmTech Co., Ltd.",1
Dong-A Pharmaceutical,Dong-A Pharmaceutical,3804,"Dong-A ST Co., Ltd.",2
"Dong-A Pharmaceutical Co., Ltd.","Dong-A Pharmaceutical Co., Ltd.",3804,"Dong-A ST Co., Ltd.",19
"Dong-A ST Co., Ltd.","Dong-A ST Co., Ltd.",3804,"Dong-A ST Co., Ltd.",101
DongE E Jiao Coporation Limited,DongE E Jiao Coporation Limited,3807,DongE E Jiao Coporation Limited,1
DongKoo Bio & Pharma,DongKoo Bio & Pharma,3810,DongKoo Bio & Pharma,1
"Dongguan HEC Biopharmaceutical R&D Co., Ltd.","Dongguan HEC Biopharmaceutical R&D Co., Ltd.",3808,"Dongguan HEC TaiGen Biopharmaceuticals Co., Ltd.",3
"Dongguan HEC TaiGen Biopharmaceuticals Co., Ltd.","Dongguan HEC TaiGen Biopharmaceuticals Co., Ltd.",3808,"Dongguan HEC TaiGen Biopharmaceuticals Co., Ltd.",4
"Dongkook Pharmaceutical Co., Ltd.","Dongkook Pharmaceutical Co., Ltd.",3811,"Dongkook Pharmaceutical Co., Ltd.",9
"Dongkwang Pharm. Co., Ltd.","Dongkwang Pharm. Co., Ltd.",3812,"Dongkwang Pharm. Co., Ltd.",1
Dopavision GmbH,Dopavision GmbH,3813,Dopavision GmbH,1
Doris Meister,Doris Meister,3814,Doris Meister,1
Dormotech Medical,Dormotech Medical,3815,Dormotech Medical,1
Dornier MedTech Systems,Dornier MedTech Systems,3816,Dornier MedTech Systems,3
Dose Biosystems Inc.,Dose Biosystems Inc.,3819,Dose Biosystems Inc.,2
Dose Safety Inc.,Dose Safety Inc.,3819,Dose Biosystems Inc.,1
Dosentrx Ltd.,Dosentrx Ltd.,3820,Dosentrx Ltd.,4
"Dot Laboratories, Inc.","Dot Laboratories, Inc.",3821,"Dot Laboratories, Inc.",1
Double Bond Pharmaceutical AB,Double Bond Pharmaceutical AB,2216,Bond Biosciences,1
Double S Instructonal Systems,Double S Instructonal Systems,3824,Double S Instructonal Systems,2
DoubleGood AB,DoubleGood AB,3825,DoubleGood AB,5
Douglas Pharmaceuticals America Ltd,Douglas Pharmaceuticals America Ltd,3826,Douglas Pharmaceuticals America Ltd,1
Dow Pharmaceutical Sciences,Dow Pharmaceutical Sciences,3828,Dow Pharmaceutical Sciences,9
Dr Afchine Fazel,Dr Afchine Fazel,3829,Dr Afchine Fazel,1
Dr Eoin R Hyde,Dr Eoin R Hyde,3830,Dr Eoin R Hyde,1
Dr François Bissonnette,Dr François Bissonnette,3831,Dr François Bissonnette,1
Dr George Medvedev,Dr George Medvedev,3832,Dr George Medvedev,1
Dr Jorg Taubel,Dr Jorg Taubel,3833,Dr Jorg Taubel,1
Dr. August Wolff GmbH & Co. KG Arzneimittel,Dr. August Wolff GmbH & Co. KG Arzneimittel,3834,Dr. August Wolff GmbH & Co. KG Arzneimittel,17
Dr. Deneen Vojta,Dr. Deneen Vojta,3835,Dr. Deneen Vojta,1
Dr. F. Köhler Chemie GmbH,Dr. F. Köhler Chemie GmbH,3836,Dr. F. Köhler Chemie GmbH,5
Dr. Falk Pharma GmbH,Dr. Falk Pharma GmbH,3837,Dr. Falk Pharma GmbH,36
Dr. Ferrer BioPharma,Dr. Ferrer BioPharma,3838,Dr. Ferrer BioPharma,3
Dr. Frank Arguello Cancer Clinic,Dr. Frank Arguello Cancer Clinic,3839,Dr. Frank Arguello Cancer Clinic,1
Dr. Horst Schmidt Klinik GmbH,Dr. Horst Schmidt Klinik GmbH,3840,Dr. Horst Schmidt Klinik GmbH,12
Dr. Joachim Enax,Dr. Joachim Enax,3841,Dr. Joachim Enax,2
Dr. Joseph Griffin,Dr. Joseph Griffin,3543,Daniel Griffin,1
Dr. Kai Jaquet,Dr. Kai Jaquet,3843,Dr. Kai Jaquet,1
Dr. Korman Laboratories Ltd.,Dr. Korman Laboratories Ltd.,3844,Dr. Korman Laboratories Ltd.,2
Dr. Kurt Wolff GmbH & Co. KG,Dr. Kurt Wolff GmbH & Co. KG,3845,Dr. Kurt Wolff GmbH & Co. KG,1
Dr. Loges & Co. GmbH,Dr. Loges & Co. GmbH,3846,Dr. Loges & Co. GmbH,1
Dr. Matthew Kennedy,Dr. Matthew Kennedy,3847,Dr. Matthew Kennedy,1
Dr. Md. Alimur Reza,Dr. Md. Alimur Reza,3848,Dr. Md. Alimur Reza,1
Dr. Muhammad Abdulghani,Dr. Muhammad Abdulghani,3849,Dr. Muhammad Abdulghani,1
Dr. Noah Biotech Inc.,Dr. Noah Biotech Inc.,3850,Dr. Noah Biotech Inc.,1
Dr. Paul F. Gratzer,Dr. Paul F. Gratzer,3851,Dr. Paul F. Gratzer,1
Dr. Peter C. Friedman,Dr. Peter C. Friedman,3852,Dr. Peter C. Friedman,2
Dr. R. Pfleger Chemische Fabrik GmbH,Dr. R. Pfleger Chemische Fabrik GmbH,3853,Dr. R. Pfleger Chemische Fabrik GmbH,1
Dr. Reddy's Laboratories (Thailand) Limited,Dr. Reddy's Laboratories (Thailand) Limited,3855,Dr. Reddy's Laboratories Limited,1
Dr. Reddy's Laboratories Limited,Dr. Reddy's Laboratories Limited,3855,Dr. Reddy's Laboratories Limited,223
Dr. Reddy's Laboratories SAS,Dr. Reddy's Laboratories SAS,3855,Dr. Reddy's Laboratories Limited,1
"Dr. Reddys Laboratories, SA","Dr. Reddys Laboratories, SA",3855,Dr. Reddy's Laboratories Limited,1
Dr. Schär AG / SPA,Dr. Schär AG / SPA,3858,Dr. Schär AG / SPA,7
Dr. Stephanie Krause,Dr. Stephanie Krause,3859,Dr. Stephanie Krause,1
Dr. Tapas K. Das Gupta,Dr. Tapas K. Das Gupta,3860,Dr. Tapas K. Das Gupta,1
Dr. Willmar Schwabe GmbH & Co. KG,Dr. Willmar Schwabe GmbH & Co. KG,3861,Dr. Willmar Schwabe GmbH & Co. KG,2
"Dracen Pharmaceuticals, Inc.","Dracen Pharmaceuticals, Inc.",3862,"Dracen Pharmaceuticals, Inc.",1
"Draeger Medical Systems, Inc.","Draeger Medical Systems, Inc.",3863,"Draeger Medical Systems, Inc.",2
Dragonboat Biopharmaceutical Company Limited,Dragonboat Biopharmaceutical Company Limited,3865,Dragonboat Biopharmaceutical Company Limited,7
Dragonfly Therapeutics,Dragonfly Therapeutics,3866,Dragonfly Therapeutics,4
DreaMed Diabetes,DreaMed Diabetes,3868,DreaMed Diabetes,2
Dream Plus,Dream Plus,3868,DreaMed Diabetes,1
"DreamFace Technologies, LLC","DreamFace Technologies, LLC",3869,"DreamFace Technologies, LLC",3
DreamJay Sp. z o. o.,DreamJay Sp. z o. o.,1174,AronPharma Sp. z o. o.,1
DreamTec Research Limited,DreamTec Research Limited,3872,DreamTec Research Limited,3
"Dreamhawk Vision Biotech, Inc.","Dreamhawk Vision Biotech, Inc.",3870,"Dreamhawk Vision Biotech, Inc.",1
Dreem,Dreem,3873,Dreem,5
Dren Bio,Dren Bio,3874,Dren Bio,2
Drink Poppi,Drink Poppi,3875,Drink Poppi,1
"Drug Delivery Company, LLC DBA Akyso Pharmaceuticals","Drug Delivery Company, LLC DBA Akyso Pharmaceuticals",3877,"Drug Delivery Company, LLC DBA Akyso Pharmaceuticals",1
Drägerwerk AG & Co. KGaA,Drägerwerk AG & Co. KGaA,3864,Drägerwerk AG & Co. KGaA,6
DuPont Nutrition and Health,DuPont Nutrition and Health,3893,DuPont Nutrition and Health,6
DualityBio Inc.,DualityBio Inc.,3885,DualityBio Inc.,6
Duchesnay Inc.,Duchesnay Inc.,3886,Duchesnay Inc.,3
"Duke Vascular, Inc.","Duke Vascular, Inc.",3887,"Duke Vascular, Inc.",2
"Dumex Baby Food Co., Ltd.","Dumex Baby Food Co., Ltd.",3888,"Dumex Baby Food Co., Ltd.",1
Dune Medical Devices,Dune Medical Devices,3889,Dune Medical Devices,4
Duomed,Duomed,3890,Duomed,12
Dupont Applied Biosciences,Dupont Applied Biosciences,3891,Dupont Applied Biosciences,1
Dupont Merck,Dupont Merck,3892,Merck Sharp & Dohme LLC,4
"DurVena, Inc.","DurVena, Inc.",3898,"DurVena, Inc.",1
Duramed Research,Duramed Research,3894,Duramed Research,24
"Durata Therapeutics Inc., an affiliate of Allergan plc","Durata Therapeutics Inc., an affiliate of Allergan plc",3895,"Durata Therapeutics Inc., an affiliate of Allergan plc",6
"Durata Therapeutics International BV (an Affiliate of Actavis, Inc.)","Durata Therapeutics International BV (an Affiliate of Actavis, Inc.)",3895,"Durata Therapeutics Inc., an affiliate of Allergan plc",1
Durect,Durect,3897,Durect,15
DxTerity Diagnostics,DxTerity Diagnostics,3901,DxTerity Diagnostics,8
"DyAnsys, Inc.","DyAnsys, Inc.",3902,"DyAnsys, Inc.",10
DySIS Medical Inc.,DySIS Medical Inc.,3916,DySIS Medical Inc.,1
Dymicron EU GmbH,Dymicron EU GmbH,3903,Dymicron EU GmbH,1
"DynPort Vaccine Company LLC, A GDIT Company","DynPort Vaccine Company LLC, A GDIT Company",3915,"DynPort Vaccine Company LLC, A GDIT Company",9
Dynacure,Dynacure,3904,Dynacure,3
DynamiCare Health,DynamiCare Health,3907,DynamiCare Health,2
DynamiCure Biotechnology,DynamiCure Biotechnology,3908,DynamiCure Biotechnology,2
Dynamic Health Resources,Dynamic Health Resources,3905,"China Resources Biopharmaceutical Co., Ltd",1
Dynamic Light,Dynamic Light,3906,Dynamic Light,1
"Dynasplint Systems, Inc.","Dynasplint Systems, Inc.",3909,"Dynasplint Systems, Inc.",13
Dynatherm Medical Inc.,Dynatherm Medical Inc.,3910,Dynatherm Medical Inc.,1
Dynavax Technologies Corporation,Dynavax Technologies Corporation,3911,Dynavax Technologies Corporation,23
Dyne Therapeutics,Dyne Therapeutics,3912,Dyne Therapeutics,2
"Dynocardia, Inc","Dynocardia, Inc",3913,"Dynocardia, Inc",1
Dynogen Pharmaceuticals,Dynogen Pharmaceuticals,3914,Dynogen Pharmaceuticals,4
"Dyve Biosciences, Inc.","Dyve Biosciences, Inc.",3917,"Dyve Biosciences, Inc.",1
E-MO Biology Inc,E-MO Biology Inc,3920,EMO Biomedicine Corporation,1
E-Motion Medical Ltd.,E-Motion Medical Ltd.,4134,E-Motion Medical Ltd.,1
E-Scopics,E-Scopics,3923,E-Scopics,2
"E-Star BioTech, LLC","E-Star BioTech, LLC",3924,"E-Star BioTech, LLC",1
"E-nitiate Biopharmaceuticals (Hangzhou) Co., Ltd.","E-nitiate Biopharmaceuticals (Hangzhou) Co., Ltd.",3922,"E-nitiate Biopharmaceuticals (Hangzhou) Co., Ltd.",4
"E25Bio, Inc.","E25Bio, Inc.",3926,"E25Bio, Inc.",1
"E2Bio Life Sciences, LLC","E2Bio Life Sciences, LLC",3927,"E2Bio Life Sciences, LLC",2
"EA Pharma Co., Ltd.","EA Pharma Co., Ltd.",3928,"EA Pharma Co., Ltd.",13
EBG MedAustron GmbH,EBG MedAustron GmbH,3938,EBG MedAustron GmbH,5
"EBR Systems, Inc.","EBR Systems, Inc.",3939,"EBR Systems, Inc.",4
"ECOM Medical, Inc.","ECOM Medical, Inc.",3950,"ECOM Medical, Inc.",1
ECRI bv,ECRI bv,3952,ECRI bv,14
ECS-Progastrin SA,ECS-Progastrin SA,3953,ECS-Progastrin SA,1
EDAN Instruments Inc.,EDAN Instruments Inc.,3957,EDAN Instruments Inc.,1
EDAP TMS S.A.,EDAP TMS S.A.,3959,EDAP TMS S.A.,6
EDAP Technomed,EDAP Technomed,3958,EDAP Technomed,1
"EGEN, Inc.","EGEN, Inc.",3993,"EGEN, Inc.",3
EGZOTech,EGZOTech,3997,EGZOTech,2
"EHL Bio Co., Ltd.","EHL Bio Co., Ltd.",3999,"EHL Bio Co., Ltd.",4
EIP Pharma Inc,EIP Pharma Inc,4007,EIP Pharma Inc,6
"EKR Therapeutics, Inc","EKR Therapeutics, Inc",4022,"EKR Therapeutics, Inc",1
EL Romany Ophthalmics Factory,EL Romany Ophthalmics Factory,4025,EL Romany Ophthalmics Factory,2
"ELA Medical, Inc.","ELA Medical, Inc.",4027,"ELA Medical, Inc.",4
ELAB-Logistics,ELAB-Logistics,4028,ELAB-Logistics,1
"EMBA Medical, Inc.","EMBA Medical, Inc.",4102,"EMBA Medical, Inc.",1
EMD Serono,EMD Serono,4111,EMD Serono,91
"EMD Serono Research & Development Institute, Inc.","EMD Serono Research & Development Institute, Inc.",4111,EMD Serono,73
"EMET Pharmaceuticals, LLC","EMET Pharmaceuticals, LLC",4121,"EMET Pharmaceuticals, LLC",1
"EMKinetics, Inc","EMKinetics, Inc",4127,"EMKinetics, Inc",3
EMO Biomedicine Corporation,EMO Biomedicine Corporation,3920,EMO Biomedicine Corporation,2
EMS,EMS,4145,EMS,77
ENA Respiratory Pty Ltd,ENA Respiratory Pty Ltd,4149,ENA Respiratory Pty Ltd,2
